Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Mexico,MEX,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005880694931,0.01730780987,0.02830504158,0.04333916679,0.1025641899,0.2004062803,0.6273115396,1.265783278,1.857436221,5.081384153,7.038023117,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299
Marshall Islands,MHL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03705943163,,,0.9660715666,1.534271796,1.706614078,2.335444575,2.569750367,3.599776814,3.878702398,3.795590214,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824418
Middle income,MIC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006077861427,0.01392144659,0.03978383967,0.0843670403,0.1682148127,0.3872865153,0.7750954183,1.569720425,2.229892564,3.753242329,4.924354332,6.318634484,7.485531919,9.231788531,12.06711444,15.16697861,18.21968268,22.29699438,25.62749728,29.26599285,32.10584714,35.90266384,39.79636329
"Macedonia, FYR",MKD,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04074383991,0.07599573411,0.5039850095,1.002861666,1.49733026,2.485566316,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.3802
Mali,MLI,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002055228089,0.01008591892,0.01979388822,0.06090987338,0.142545755,0.1858974133,0.2270455785,0.3103644432,0.4328196399,0.507063136,0.7296272808,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33692498
Malta,MLT,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2249956986,1.051527475,3.920605132,6.500783995,7.759798038,13.11370871,17.87784832,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17,76.184
Myanmar,MMR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001517093526,,0.0002892773808,0.0004264935064,0.02406414914,0.024337392,0.0652388555,0.1820483311,0.2171284451,0.22,0.22,0.25,0.98,1.44,1.8,11.52,21.8
Middle East & North Africa (excluding high income),MNA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002825688653,0.01314405892,0.0258900856,0.07445152821,0.1582242768,0.4166266052,0.8422077414,1.141369247,2.816710081,4.050096396,7.416945667,8.539218727,9.912249749,11.84823861,14.96713748,17.67142463,20.61891636,22.76705108,25.79288297,28.97874379,34.17636192,38.20625385
Montenegro,MNE,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3500686,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61,64.56499314
Mongolia,MNG,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008811224795,0.01816074933,0.1127425537,0.1458105415,0.5084715599,1.255652004,1.653238239,2.039572603,,,,,9,9.8,10,10.2,12.49999111,16.4,17.69998424,19.94244743,21.43603111
Northern Mariana Islands,MNP,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003042978789,0.01184261076,0.02019705517,0.05625062895,0.10959253,0.1600319466,0.2596126113,0.4195388439,0.6794478354,0.8543571181,0.842954488,0.91,1.56,2.68,4.17,4.3,4.8491,5.4,5.94,9
Mauritania,MRT,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004172527329,0.04059479494,0.1184644636,0.1920314624,0.261448552,0.3632294146,0.4240048958,0.4814704382,0.6699664749,0.9796612527,1.433613196,1.87,2.28,4,4.5,5,6.2,10.7,15.19912669
Mauritius,MUS,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1837691579,0.4756291926,2.565279962,4.652213227,7.281535115,8.780904019,10.25262467,12.1871062,13.68908859,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.11682514,44.80327537,50.13931848
Malawi,MWI,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004668517952,0.01805736518,0.0872787549,0.1267809448,0.1640207253,0.2150947265,0.2788151163,0.347505335,0.3844893341,0.4251374896,0.9658647366,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,9.298148347
Malaysia,MYS,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00104782235,0.02553847752,0.09960741729,0.1456738367,0.8520444665,2.307393234,6.751770483,12.3055022,21.38473116,26.6959725,32.33820434,34.97115234,42.25226563,48.62917025,51.63798899,55.7,55.8,55.9,56.3,61,65.8,57.05751226,63.66542588,71.06406781
North America,NAC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7430370883,1.104950936,1.64464582,2.164532216,4.617876749,8.73682317,15.46949977,20.97513407,29.58557051,35.88247997,43.87937411,50.16202125,59.0571969,61.93974087,64.87424722,68.32787479,69.27045383,74.82360509,74.26650299,71.91664651,72.54048364,71.04254959,75.5235834,72.83028818,74.40481529,75.93725156
Namibia,NAM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006172050855,0.009032145405,0.05875067857,0.2867450934,0.3362177077,1.644739547,2.416979442,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12,12.9414,13.9,14.84,22.30701479
New Caledonia,NCL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005179012569,0.2529839456,0.989334969,1.936042825,5.688147323,13.93954882,18.23710978,22.38979742,26.40833447,30.29804621,32.35901475,33.51571468,35.05,34.51,33.99,42,50,58,66,70,74.00175279
Niger,NER,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001039304522,0.002008766054,0.002911502833,0.02813602229,0.03626129381,0.1051854314,0.1271524688,0.1556987037,0.1899337337,0.2213413515,0.2940339771,0.3903906198,0.7,0.76,0.83,1.3,1.4077,1.7,1.95,2.22016535
Nigeria,NGA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008832980441,0.01723740074,0.02523146102,0.04103872291,0.06408080795,0.08990137046,0.3204619755,0.5585762449,1.286137641,3.549155718,5.545036083,6.77,15.86,20,24,28.43,32.8,38,42.68,47.44255029
Nicaragua,NIC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01316622757,0.03004647761,0.08409329142,0.2062168184,0.3038089746,0.4979016433,0.9802164867,1.448799428,1.714729584,1.880412532,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7042915
Netherlands,NLD,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334386942,0.5314961284,1.320008028,1.967087737,3.257308831,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,93.17,93.0965
Norway,NOR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7072994482,1.407395158,2.216365832,2.783990846,4.152450292,6.423220493,18.25031077,20.41788144,22.56011255,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103
Nepal,NPL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009248775601,0.004510472754,0.02199885756,0.06439359564,0.1466688692,0.2046516837,0.2400153034,0.3129560601,0.382810917,0.4498436512,0.8265512659,1.141389164,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161801
Nauru,NRU,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.987155233,,,,,,,,,,54,,,,
New Zealand,NZL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2859412414,0.6312153673,3.168718848,4.88424078,8.041899368,14.6015244,31.63626081,41.49448266,47.37955654,53.24101529,59.08075328,60.96253987,61.84762781,62.72021237,69,69.76,72.03,79.7,80.46,81.23,82,82.78,85.5,88.22288882
OECD members,OED,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2459090194,0.4333883477,0.6679015839,0.8815984732,1.777223317,3.348463076,6.107924932,9.558868349,14.30898965,20.65757942,27.88383874,33.39801691,41.52482604,45.72098464,50.52910154,54.14682857,56.60755682,61.87614113,63.91264904,65.32168712,67.62063433,68.55298836,70.95077209,72.25445277,74.26105522,77.24348746
Oman,OMN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4397928048,0.8627253061,2.515665987,3.520421417,5.893841521,6.873396039,7.255742945,6.75885217,6.68358142,8.299716673,16.68,20,26.8,35.8278,48,60,66.45,70.22,74.17416597
Other small states,OSS,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8565206673,1.519964497,2.615578178,3.448834442,5.520273486,6.811336251,8.870401996,10.62077102,12.44129969,13.15172829,14.53679537,16.39134864,18.91716643,20.88571962,24.24058748,27.29124162,29.75500507,33.13351405,36.78099244,40.39556383
Pakistan,PAK,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001227018556,0.00299173049,0.02754923794,0.04394771925,0.05535723787,,1.318550779,2.577426737,5.041158126,6.164320985,6.332329098,6.5,6.8,7,7.5,8,9,9.96,10.9,13.8,18
Panama,PAN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007636899052,0.05612304266,0.219998526,0.5390655407,2.750648071,3.836864509,6.554796477,7.268399878,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499
Peru,PER,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008504578333,0.03341230471,0.24623258,0.4034297011,1.19038044,1.952497608,3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.9
Philippines,PHL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005844253479,0.02858570182,0.05594602853,0.1369129629,1.103405994,1.431608803,1.982253196,2.52400566,4.332275746,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9,25,29,36.2351,37,39.69,40.7
Palau,PLW,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24393947,21.60152718,26.97033263,,,,,,,,,,,
Papua New Guinea,PNG,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002067022801,0.100588321,0.2349585416,0.6671133149,0.8352493024,0.9041035452,1.321656935,1.374404668,1.507912772,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9
Poland,POL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005229468147,0.05212718125,0.1299617039,0.3890981444,0.6477523331,1.295200255,2.073465474,4.102272002,5.45644373,7.285428708,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.997
Pre-demographic dividend,PRE,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004823667362,0.01391077057,0.02844746355,0.0730802208,0.1230980762,0.1869579281,0.3635427778,0.6450234949,0.9899689736,1.727029633,2.716785191,3.524059456,5.746635821,7.149746509,9.426763683,11.52358938,13.75177462,16.14504987,18.47942146,21.0710908
Puerto Rico,PRI,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02725466239,0.1351027835,0.2681604275,1.331822159,2.647646679,5.265682651,10.47464821,15.63003092,17.54764757,19.70702566,22.13073823,23.40005045,25.44241821,27.86,38,41.5,45.3,48,68.9999826,68.99999,76.13385972,79.46876883
"Korea, Dem. People’s Rep.",PRK,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1002305704,0.2504265014,0.450161608,0.7189057536,1.494334529,2.98087767,4.953001955,9.870446442,14.74233784,16.43046769,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.6329
Paraguay,PRY,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02035961182,0.09957671928,0.1949049507,0.3816573202,0.7476307115,1.098793836,1.794969598,2.111942082,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43,44.38159692
Pacific island small states,PSS,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02170898055,0.1310979216,0.2850801514,0.6122379648,0.8705621296,1.458222094,1.860853873,3.996478139,4.548423839,5.174474906,5.582895212,6.498386173,7.397865573,8.69695568,10.87792033,12.98691854,17.67352103,20.90334677,22.92465917,26.68750547,29.78284146
Post-demographic dividend,PST,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272078071,0.4955950221,0.7772351731,1.009937628,2.013001237,3.750367104,6.82563169,10.68373347,15.921655,22.94283592,30.5723617,36.6531581,44.71575125,49.79800769,54.97633483,58.50392997,60.42210072,65.66937409,67.6511373,68.84253724,70.95460509,71.42468541,74.21958686,75.69817015,77.83512053,79.77495336
French Polynesia,PYF,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09097194425,0.2143852503,1.316164696,3.448900232,6.357063545,6.251588946,8.200216486,14.12429379,17.88453743,21.54218547,25.10796425,28.59,33.87,44.6,49,49,52.87663059,56.8,60.68,64.56020975
Qatar,QAT,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1902095348,0.9301858325,3.083749186,3.52002985,4.070728915,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645
Romania,ROU,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003703214299,0.02630016164,0.07495275551,0.2216226492,0.4454446756,2.237649473,2.697580217,3.613717291,4.538669029,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.7632
Russian Federation,RUS,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000672532174,0.01344723789,0.05381749272,0.1481510423,0.2697529297,0.472963763,0.8127444507,1.018984614,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,26.83,29,43,49,63.8,67.97,70.52,73.41
Rwanda,RWA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008833716245,0.001625791029,0.01176357277,0.06717648243,0.06283145951,0.2406724098,0.2927847188,0.3569184673,0.4308542434,0.5560411648,,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,18
South Asia,SAS,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001089829093,0.0002135878739,0.001078738763,0.02247238956,0.04079870088,0.0600474205,0.1170136778,0.2263170054,0.473920912,0.6635562042,1.462545237,1.843164413,2.184376036,2.546688328,2.983348307,3.973400118,4.416823408,5.157112647,7.206545642,9.393092787,11.5120098,13.74662379,19.26777723,23.62794112
Saudi Arabia,SAU,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01095613356,0.0267326514,0.05209903088,0.1014298927,0.4935853402,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358
Sudan,SDN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001231818968,0.004805071032,0.008794580756,0.02578503248,0.1401852245,0.4394776391,0.5384717032,0.7915616154,1.292040678,,8.66,,,16.7,17.46,21,22.7,24.64,26.61492855
Senegal,SEN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006928481672,0.01123821912,0.02734744148,0.07987137939,0.3110909524,0.4039674859,0.9837940588,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.69026413
Singapore,SGP,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1615044984,0.4713681555,0.7632781392,1.185203797,2.873418722,8.34995903,13.47162042,19.59076716,24.15543693,36,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,79.02923586,82.103
Solomon Islands,SLB,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02487190967,0.2686835848,0.3919232458,0.508292797,0.4945414982,0.4812968061,0.4685519636,0.5019198434,0.5556098819,0.6496726733,0.8443075728,1.646347989,2,3,4,5,6,6.9974,8,9,10.00046498
Sierra Leone,SLE,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002506116177,0.004987834671,0.01480506541,0.04849065561,0.1182542457,0.1602644455,0.1761989568,0.1901732817,0.2030076806,0.2153916103,0.2276694672,0.2398346985,0.25,0.26,0.58,0.9,1.3,1.7,2.1,2.5
El Salvador,SLV,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08638958073,0.2569606794,0.4252536723,0.8454287414,1.177397269,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,24.76171215,26.91507533
San Marino,SMR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.362132711,1.428075186,1.41854848,1.408557941,42.80331575,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.52,54.21,,49.6,,,,
Somalia,SOM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001509550397,0.002948713034,0.00716442,0.01391039397,0.02,0.07903917867,0.1156142134,0.3761980025,1.053454744,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,,1.25,1.3767,1.5,1.63,1.76
Serbia,SRB,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254
Sub-Saharan Africa (excluding high income),SSA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06864275572,0.1286349921,0.2337070812,0.3589718734,0.5002889466,0.6410089442,0.8275182465,1.107653467,1.503376167,2.041749965,2.921900593,3.666278757,5.612712778,6.922015421,9.772200583,12.10548202,14.6094728,17.11823213,19.5723979,22.38466453
South Sudan,SSD,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,14.1,15.9,17.92978723
Sub-Saharan Africa,SSF,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06872217789,0.1287797886,0.233989844,0.3596849947,0.5011162478,0.642242042,0.8291086373,1.109244376,1.506041597,2.044469415,2.925828755,3.670158994,5.616740719,6.922015421,9.775497398,12.10872903,14.61288055,17.1216113,19.57576513,22.38805971
Small states,SST,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7227179883,1.287617069,2.314789515,3.252926632,5.102837368,6.809864803,9.127928203,11.05361359,12.83227358,13.87390933,15.4979286,17.49552325,20.06902383,22.48638207,25.82915549,29.69383072,31.81846491,34.99790476,38.53839019,41.93455097
Sao Tome and Principe,STP,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2958470471,0.3632031613,4.638516816,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.8222488
Suriname,SUR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1147207353,0.2263062965,1.003086936,1.670148436,1.891871357,2.506411052,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.76382778
Slovak Republic,SVK,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1278292322,0.3185097043,0.5232101634,0.7832901094,1.173381014,2.689809786,5.437758139,9.426803201,12.52832185,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.43999717,76.70999012,77.8826,79.98,85.01951406
Slovenia,SVN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4097923992,1.071570172,2.898985609,5.072272271,7.591923004,10.10460285,12.61093843,15.11025956,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58,64,70,67.33999481,68.34997453,72.6756,71.59,73.0987
Sweden,SWE,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5841920665,1.160519453,1.497871352,1.716364182,3.412810096,5.098024244,9.04359976,23.72794756,33.46751233,41.43278316,45.68765221,51.76566494,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.76998606,93.17998801,94.7836,92.52,90.6102
Swaziland,SWZ,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001031750044,0.05039900895,0.08854598636,0.09609960532,0.4707175996,0.9261917773,1.28159005,1.816203807,2.437073851,3.228685073,3.696961073,3.696538789,4.1,6.85,8.94,11.04,18.13,20.78178258,24.7,27.1,30.38270066
Sint Maarten (Dutch part),SXM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6514742863,1.28295593,2.526177514,6.229054803,7.395629183,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,,41,43.16400446,47.076,50.4,54.26,58.11869757
Syrian Arab Republic,SYR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03260781382,0.06368728625,0.1242954622,0.1816985801,0.35375913,2.093101019,3.397972614,4.321593778,5.648106049,7.832551569,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.97979724
Turks and Caicos Islands,TCA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006581683097,0.004268504477,0.0123217277,0.03570707629,0.04593413436,0.1660696647,0.3203085554,0.360920107,0.3992577001,0.5810457642,0.8472245207,1.19,1.5,1.7,1.9,2.1,2.3,2.5,2.700000001
East Asia & Pacific (IDA & IBRD countries),TEA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001162404139,0.004032794314,0.01304495669,0.03370922342,0.09548786893,0.3283797507,0.8641208133,1.921721494,2.814188079,4.46079753,5.835218074,6.972645946,8.424335728,10.30222372,14.56319688,19.50112271,24.06571995,29.31742709,32.78710741,36.56824335,39.24711359,41.9051896,44.98204897
Europe & Central Asia (IDA & IBRD countries),TEC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02434104053,0.07662807609,0.1465619869,0.299732725,0.5366822674,1.021316108,1.530488031,2.496701747,3.599200829,6.590833094,9.111829432,12.94057625,15.04820762,17.8307096,23.05912683,26.64793977,30.44366631,38.16688634,42.60976996,49.87290343,53.7257328,57.73570264,60.71874648
Togo,TGO,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01092913853,0.2111394648,0.3055839352,0.5903632643,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12
